||rk||2 / ||r0|||2;||ek||A
0.000170025;1.06197
0.00015922;1.06132
0.000141624;1.06081
0.000123165;1.06036
0.000113474;1.06006
9.26819e-05;1.05983
8.45288e-05;1.05964
8.56143e-05;1.05947
9.25162e-05;1.0593
9.58098e-05;1.0591
0.000106438;1.05885
0.000113945;1.05855
0.000111267;1.05826
9.61839e-05;1.058
9.32407e-05;1.05779
8.19004e-05;1.05764
6.90938e-05;1.0575
5.95847e-05;1.05739
5.62709e-05;1.05731
5.72077e-05;1.05724
5.64314e-05;1.05717
6.63633e-05;1.05708
7.09153e-05;1.05697
7.94385e-05;1.05683
8.96759e-05;1.05664
0.000102621;1.05641
0.000108928;1.05616
0.000103228;1.05591
8.86325e-05;1.05565
8.05527e-05;1.05547
7.12382e-05;1.05534
5.97088e-05;1.05523
6.01726e-05;1.05515
5.98478e-05;1.05508
6.31235e-05;1.055
7.33768e-05;1.05488
9.23384e-05;1.05471
0.000106473;1.05449
0.000116319;1.05419
0.000117417;1.05384
0.000122883;1.05347
0.000115841;1.05315
0.000100093;1.05285
8.8115e-05;1.05262
8.26462e-05;1.05245
7.52e-05;1.05233
7.25368e-05;1.0522
7.41429e-05;1.05206
7.87402e-05;1.05193
8.17936e-05;1.05179
8.95843e-05;1.05161
0.000101906;1.05141
0.000101226;1.05115
0.000105674;1.05086
0.000106204;1.05057
9.95684e-05;1.0503
8.94611e-05;1.05011
7.77526e-05;1.04994
7.56853e-05;1.04981
6.52759e-05;1.04969
6.18733e-05;1.04958
6.67024e-05;1.04949
6.94022e-05;1.0494
7.45919e-05;1.04928
8.58144e-05;1.0491
0.000100654;1.04887
0.000100609;1.04865
9.52327e-05;1.04842
8.37898e-05;1.04822
7.98486e-05;1.04805
6.91585e-05;1.04792
5.834e-05;1.04781
5.26678e-05;1.04773
5.23361e-05;1.04766
5.04756e-05;1.04761
4.78516e-05;1.04755
5.1487e-05;1.04749
5.49013e-05;1.04742
5.93193e-05;1.04735
6.05154e-05;1.04726
6.00761e-05;1.04717
5.48539e-05;1.04709
4.73234e-05;1.04703
4.04777e-05;1.04698
3.7525e-05;1.04694
3.9381e-05;1.04691
4.64556e-05;1.04687
5.79779e-05;1.04679
8.26149e-05;1.04667
9.61678e-05;1.0465
0.000125917;1.0462
0.000138783;1.04579
0.000150158;1.04527
0.000151015;1.0447
0.00013788;1.04414
0.000125285;1.04373
0.000100355;1.04348
7.48711e-05;1.04329
5.64929e-05;1.04317
4.68615e-05;1.04311
4.17838e-05;1.04307
4.04594e-05;1.04303
4.44195e-05;1.04299
5.11331e-05;1.04294
5.87847e-05;1.04286
6.82675e-05;1.04275
7.46675e-05;1.04262
7.41145e-05;1.0425
6.8044e-05;1.04238
6.64277e-05;1.04227
6.10805e-05;1.04217
5.3688e-05;1.04209
5.28847e-05;1.04203
5.39613e-05;1.04197
5.52267e-05;1.04189
6.60284e-05;1.0418
8.12087e-05;1.04168
9.41453e-05;1.04151
0.000101917;1.04128
0.000101019;1.04102
9.57813e-05;1.04078
8.1799e-05;1.04057
7.38475e-05;1.0404
6.80805e-05;1.04029
5.88004e-05;1.04019
5.62563e-05;1.04011
5.98342e-05;1.04002
7.49028e-05;1.03993
8.27165e-05;1.03979
0.000100321;1.03958
0.000112573;1.03931
0.000115605;1.03898
0.000118261;1.03862
0.000114143;1.03832
9.58168e-05;1.03809
7.92626e-05;1.03789
7.46262e-05;1.03774
7.73499e-05;1.0376
7.78509e-05;1.03748
8.17559e-05;1.03733
9.74408e-05;1.03714
0.000112807;1.03688
0.00011958;1.03656
0.000124917;1.03618
0.000114131;1.03586
9.30766e-05;1.03555
8.97253e-05;1.03532
8.16394e-05;1.03515
8.12189e-05;1.03501
7.69582e-05;1.03487
8.02618e-05;1.03471
7.90804e-05;1.03457
8.55978e-05;1.03439
8.9883e-05;1.03419
0.000100023;1.03398
8.9321e-05;1.03377
8.0911e-05;1.03357
6.80698e-05;1.03342
5.59651e-05;1.03332
5.0803e-05;1.03325
4.79548e-05;1.0332
4.97383e-05;1.03314
5.46059e-05;1.03309
6.41191e-05;1.03299
8.38286e-05;1.03285
9.29188e-05;1.03266
0.000100535;1.03245
0.000101221;1.03219
0.000105585;1.03195
9.07383e-05;1.03171
8.60065e-05;1.03151
8.05233e-05;1.03134
8.22862e-05;1.0312
8.09864e-05;1.03105
9.39802e-05;1.03085
0.000109449;1.03063
0.000123487;1.03033
0.000135429;1.02988
0.000157386;1.02933
0.000175215;1.02864
0.00019637;1.0277
0.000194313;1.02667
0.00018189;1.02579
0.000142099;1.02516
0.000116598;1.02471
0.000101881;1.0244
9.2802e-05;1.02417
8.60042e-05;1.02398
8.47054e-05;1.02381
8.91442e-05;1.02365
8.29607e-05;1.02347
8.21694e-05;1.02329
7.52745e-05;1.02313
7.42301e-05;1.023
6.004e-05;1.0229
5.62187e-05;1.02282
4.94816e-05;1.02275
5.00432e-05;1.02269
5.5938e-05;1.02262
7.7413e-05;1.02252
8.80752e-05;1.02238
0.000115707;1.0221
0.000160241;1.02163
0.000195488;1.02083
0.000235876;1.01958
0.000235792;1.0181
0.000207136;1.01686
0.000171247;1.01604
0.00014708;1.01529
0.000152352;1.01465
0.000156503;1.01409
0.000168734;1.01339
0.000170758;1.01263
0.000177277;1.01181
0.0001674;1.01112
0.000131858;1.01052
0.000109586;1.01009
9.85853e-05;1.00986
7.42067e-05;1.00969
6.77657e-05;1.00957
6.17609e-05;1.00946
6.505e-05;1.00935
7.18341e-05;1.00923
8.97633e-05;1.00905
0.000108221;1.00883
0.000109127;1.00853
0.000116836;1.00822
0.000117205;1.00792
0.000113407;1.00761
0.000102769;1.0073
0.000108615;1.00703
0.0001104;1.00675
0.000132843;1.00636
0.000162196;1.00582
0.000194737;1.00511
0.000203885;1.00408
0.0002306;1.0027
0.000219771;1.00148
0.000198635;1.00036
0.000161114;0.999601
0.00012997;0.999121
9.6042e-05;0.998789
8.39297e-05;0.998582
7.4186e-05;0.998426
7.45802e-05;0.998295
7.41304e-05;0.998152
8.39021e-05;0.997991
9.19179e-05;0.997799
0.000117565;0.997506
0.000142995;0.997059
0.000180068;0.996469
0.00016871;0.995667
0.000163312;0.994843
0.000132197;0.994279
0.000125996;0.993851
0.000115971;0.993486
0.000130195;0.993109
0.00014524;0.992671
0.000177233;0.992009
0.000207252;0.990993
0.00023695;0.989934
0.00021195;0.988485
0.000209637;0.987269
0.000165246;0.986377
0.000158488;0.985649
0.000129563;0.985101
0.000132863;0.984592
0.000135577;0.984195
0.000143665;0.983654
0.000150331;0.983112
0.000146648;0.982571
0.000132595;0.982139
0.000110137;0.981741
9.69893e-05;0.981483
8.58464e-05;0.981274
8.75047e-05;0.981062
9.37426e-05;0.980857
9.82409e-05;0.98065
0.000107904;0.980384
0.000126136;0.980007
0.000119382;0.979638
0.000118773;0.979268
0.000113279;0.978961
0.000108572;0.978679
0.000101675;0.97837
0.000127422;0.977942
0.000159275;0.977443
0.000213547;0.97649
0.000256006;0.975112
0.000299116;0.972855
0.000316383;0.970535
0.000305624;0.967507
0.000287482;0.965217
0.00025267;0.963384
0.000226356;0.962057
0.000215768;0.960589
0.000244425;0.959208
0.000275798;0.957433
0.000273701;0.955472
0.00026647;0.953715
0.000215985;0.952259
0.000193144;0.951099
0.000163524;0.950332
0.0001348;0.949819
0.000100894;0.949411
9.821e-05;0.949138
8.39831e-05;0.948948
9.49743e-05;0.948742
0.000103221;0.948494
0.000127071;0.948141
0.000135795;0.947643
0.000168254;0.947115
0.000149473;0.946442
0.000157684;0.945792
0.000142345;0.945153
0.000169807;0.94449
0.000159397;0.94384
0.000204375;0.942904
0.000217241;0.941851
0.000273851;0.940023
0.000300455;0.9379
0.000313472;0.935329
0.000272193;0.933
0.000241583;0.930993
0.000211354;0.929694
0.000201052;0.928753
0.000174515;0.927806
0.000214478;0.92676
0.00023275;0.925411
0.000293548;0.923488
0.000295035;0.92121
0.000332392;0.918416
0.00027146;0.915938
0.000250057;0.913743
0.000216608;0.912589
0.000183043;0.911382
0.000182657;0.910429
0.000200193;0.909355
0.000217172;0.908251
0.000209587;0.907012
0.000182775;0.905969
0.000151521;0.905173
0.000116298;0.904658
9.89394e-05;0.904358
8.24767e-05;0.904164
7.72949e-05;0.90397
9.34981e-05;0.90375
0.000117364;0.903466
0.000138265;0.903046
0.000158179;0.90249
0.000175177;0.901682
